	Text_ID	Word_Number	Sentence_Number	Word_In_Sentence_Number	Word	Word_Cleaned
1738	35	11	1	11	bus-size	bus-size
1739	35	12	1	12	"canister,"	canister
1740	35	13	1	13	stuffed	stuffed
1741	35	14	1	14	with	with
1742	35	15	1	15	nearly	nearly
1743	35	16	1	16	three	three
1744	35	17	1	17	tons	tons
1745	35	18	1	18	of	of
1746	35	19	1	19	packing	packing
1747	35	20	1	20	foam	foam
1748	35	21	1	21	and	and
1749	35	22	1	22	other	other
1750	35	23	1	23	space	space
1751	35	24	1	24	station	station
1752	35	25	1	25	refuse.	refuse
1753	35	26	2	1	It	it
1754	35	27	2	2	was	was
1755	35	28	2	3	the	the
1756	35	29	2	4	last	last
1757	35	30	2	5	job	job
1758	35	31	2	6	shared	shared
1759	35	32	2	7	by	by
1760	35	33	2	8	the	the
1761	35	34	2	9	shuttle	shuttle
1762	35	35	2	10	and	and
1763	35	36	2	11	station	station
1764	35	37	2	12	"crews,"	crews
1765	35	38	2	13	numbering	numbering
1766	35	39	2	14	ten	ten
1767	35	40	2	15	astronauts	astronauts
1768	35	41	2	16	altogether	altogether
1769	36	1	1	1	Rich	Rich
1770	36	2	1	2	investors	investors
1771	36	3	1	3	with	with
1772	36	4	1	4	no	no
1773	36	5	1	5	ties	ties
1774	36	6	1	6	to	to
1775	36	7	1	7	"farming,"	farming
1776	36	8	1	8	no	no
1777	36	9	1	9	dirt	dirt
1778	36	10	1	10	under	under
1779	36	11	1	11	their	their
1780	36	12	1	12	"nails,"	nails
1781	36	13	1	13	are	are
1782	36	14	1	14	confident	confident
1783	36	15	1	15	enough	enough
1784	36	16	1	16	to	to
1785	36	17	1	17	wager	wager
1786	36	18	1	18	big	big
1787	36	19	1	19	on	on
1788	36	20	1	20	a	a
1789	36	21	1	21	patch	patch
1790	36	22	1	22	of	of
1791	36	23	1	23	earth	earth
1792	36	24	1	24	betting	betting
1793	36	25	1	25	that	that
1794	36	26	1	26	it's	it's
1795	36	27	1	27	a	a
1796	36	28	1	28	smart	smart
1797	36	29	1	29	investment	investment
1798	36	30	1	30	because	because
1799	36	31	1	31	food	food
1800	36	32	1	32	will	will
1801	36	33	1	33	only	only
1802	36	34	1	34	get	get
1803	36	35	1	35	more	more
1804	36	36	1	36	expensive	expensive
1805	36	37	1	37	around	around
1806	36	38	1	38	the	the
1807	36	39	1	39	world	world
1808	37	1	1	1	John	john
1809	37	2	1	2	Thornton	thornton
1810	37	3	1	3	asked	asked
1811	37	4	1	4	little	little
1812	37	5	1	5	of	of
1813	37	6	1	6	man	man
1814	37	7	1	7	or	or
1815	37	8	1	8	nature.	nature
1816	37	9	2	1	He	he
1817	37	10	2	2	was	was
1818	37	11	2	3	unafraid	unafraid
1819	37	12	2	4	of	of
1820	37	13	2	5	the	the
1821	37	14	2	6	wild.	wild
1822	37	15	3	1	With	with
1823	37	16	3	2	a	a
1824	37	17	3	3	handful	handful
1825	37	18	3	4	of	of
1826	37	19	3	5	salt	salt
1827	37	20	3	6	and	and
1828	37	21	3	7	a	a
1829	37	22	3	8	rifle	rifle
1830	37	23	3	9	he	he
1831	37	24	3	10	could	could
1832	37	25	3	11	plunge	plunge
1833	37	26	3	12	into	into
1834	37	27	3	13	the	the
1835	37	28	3	14	wilderness	wilderness
1836	37	29	3	15	and	and
1837	37	30	3	16	fare	fare
1838	37	31	3	17	wherever	wherever
1839	37	32	3	18	he	he
1840	37	33	3	19	pleased	pleased
1841	37	34	3	20	and	and
1842	37	35	3	21	as	as
1843	37	36	3	22	long	long
1844	37	37	3	23	as	as
1845	37	38	3	24	he	he
1846	37	39	3	25	pleased.	pleased
1847	38	1	1	1	All	All
1848	38	2	1	2	that	that
1849	38	3	1	3	the	the
1850	38	4	1	4	brain	brain
1851	38	5	1	5	has	has
1852	38	6	1	6	to	to
1853	38	7	1	7	work	work
1854	38	8	1	8	with	with
1855	38	9	1	9	are	are
1856	38	10	1	10	imperfect	imperfect
1857	38	11	1	11	incoming	incoming
1858	38	12	1	12	electrical	electrical
1859	38	13	1	13	impulses	impulses
1860	38	14	1	14	announcing	announcing
1861	38	15	1	15	that	that
1862	38	16	1	16	things	things
1863	38	17	1	17	are	are
1864	38	18	1	18	happening.	happening
1865	38	19	2	1	It	it
1866	38	20	2	2	is	is
1867	38	21	2	3	then	then
1868	38	22	2	4	the	the
1869	38	23	2	5	job	job
1870	38	24	2	6	of	of
1871	38	25	2	7	neurons	neurons
1872	38	26	2	8	to	to
1873	38	27	2	9	rapidly	rapidly
1874	38	28	2	10	interpret	interpret
1875	38	29	2	11	these	these
1876	38	30	2	12	signals	signals
1877	38	31	2	13	as	as
1878	38	32	2	14	well	well
1879	38	33	2	15	as	as
1880	38	34	2	16	they	they
1881	38	35	2	17	"can,"	can
1882	38	36	2	18	and	and
1883	38	37	2	19	suggest	suggest
1884	38	38	2	20	how	how
1885	38	39	2	21	to	to
1886	38	40	2	22	react	react
1887	39	1	1	1	That's	that's
1888	39	2	1	2	because	because
1889	39	3	1	3	when	when
1890	39	4	1	4	immigrants	immigrants
1891	39	5	1	5	from	from
1892	39	6	1	6	a	a
1893	39	7	1	7	particular	particular
1894	39	8	1	8	cultural	cultural
1895	39	9	1	9	group	group
1896	39	10	1	10	move	move
1897	39	11	1	11	into	into
1898	39	12	1	12	a	a
1899	39	13	1	13	new	new
1900	39	14	1	14	"one,"	one
1901	39	15	1	15	they	they
1902	39	16	1	16	bring	bring
1903	39	17	1	17	genetic	genetic
1904	39	18	1	18	diversity	diversity
1905	39	19	1	19	"that,"	that
1906	39	20	1	20	if	if
1907	39	21	1	21	the	the
1908	39	22	1	22	immigrants	immigrants
1909	39	23	1	23	have	have
1910	39	24	1	24	"children,"	children
1911	39	25	1	25	get	get
1912	39	26	1	26	mixed	mixed
1913	39	27	1	27	"around,"	around
1914	39	28	1	28	changing	changing
1915	39	29	1	29	the	the
1916	39	30	1	30	new	new
1917	39	31	1	31	population's	population's
1918	39	32	1	32	gene	gene
1919	39	33	1	33	pool.	pool
1920	39	34	2	1	But	but
1921	39	35	2	2	the	the
1922	39	36	2	3	new	new
1923	39	37	2	4	population's	population's
1924	39	38	2	5	culture	culture
1925	39	39	2	6	doesn't	doesn't
1926	39	40	2	7	necessarily	necessarily
1927	39	41	2	8	change.	change
1928	40	1	1	1	Police	police
1929	40	2	1	2	in	in
1930	40	3	1	3	Georgia	georgia
1931	40	4	1	4	have	have
1932	40	5	1	5	shut	shut
1933	40	6	1	6	down	down
1934	40	7	1	7	a	a
1935	40	8	1	8	lemonade	lemonade
1936	40	9	1	9	stand	stand
1937	40	10	1	10	run	run
1938	40	11	1	11	by	by
1939	40	12	1	12	three	three
1940	40	13	1	13	girls	girls
1941	40	14	1	14	trying	trying
1942	40	15	1	15	to	to
1943	40	16	1	16	save	save
1944	40	17	1	17	up	up
1945	40	18	1	18	for	for
1946	40	19	1	19	a	a
1947	40	20	1	20	trip	trip
1948	40	21	1	21	to	to
1949	40	22	1	22	a	a
1950	40	23	1	23	water	water
1951	40	24	1	24	"park,"	park
1952	40	25	1	25	saying	saying
1953	40	26	1	26	they	they
1954	40	27	1	27	didn't	didn't
1955	40	28	1	28	have	have
1956	40	29	1	29	a	a
1957	40	30	1	30	business	business
1958	40	31	1	31	license	license
1959	40	32	1	32	or	or
1960	40	33	1	33	the	the
1961	40	34	1	34	required	required
1962	40	35	1	35	permits.	permits
1963	40	36	1	1	Morningstar	morningstar
1964	40	37	2	2	says	says
1965	40	38	2	3	police	police
1966	40	39	2	4	also	also
1967	40	40	2	5	didn't	didn't
1968	40	41	2	6	know	know
1969	40	42	2	7	how	how
1970	40	43	2	8	the	the
1971	40	44	2	9	lemonade	lemonade
1972	40	45	2	10	was	was
1973	40	46	2	11	made	made
1974	41	1	1	1	Research	Research
1975	41	2	1	2	showing	showing
1976	41	3	1	3	that	that
1977	41	4	1	4	a	a
1978	41	5	1	5	tiny	tiny
1979	41	6	1	6	European	european
1980	41	7	1	7	river	river
1981	41	8	1	8	bug	bug
1982	41	9	1	9	called	called
1983	41	10	1	10	the	the
1984	41	11	1	11	water	water
1985	41	12	1	12	boatman	boatman
1986	41	13	1	13	may	may
1987	41	14	1	14	be	be
1988	41	15	1	15	the	the
1989	41	16	1	16	loudest	loudest
1990	41	17	1	17	animal	animal
1991	41	18	1	18	on	on
1992	41	19	1	19	earth	earth
1993	41	20	1	20	for	for
1994	41	21	1	21	its	its
1995	41	22	1	22	size	size
1996	41	23	1	23	has	has
1997	41	24	1	24	some	some
1998	41	25	1	25	interesting	interesting
1999	41	26	1	26	sidebars.	sidebars
2000	41	27	2	1	The	the
2001	41	28	2	2	insect	insect
2002	41	29	2	3	is	is
2003	41	30	2	4	just	just
2004	41	31	2	5	two	two
2005	41	32	2	6	millimeters	millimeters
2006	41	33	2	7	long	long
2007	41	34	2	8	and	and
2008	41	35	2	9	yet	yet
2009	41	36	2	10	produces	produces
2010	41	37	2	11	an	an
2011	41	38	2	12	underwater	underwater
2012	41	39	2	13	call	call
2013	41	40	2	14	that	that
2014	41	41	2	15	has	has
2015	41	42	2	16	been	been
2016	41	43	2	17	measured	measured
2017	41	44	2	18	at	at
2018	41	45	2	19	99.2	99.2
2019	41	46	2	20	decibels	decibels
2020	42	1	1	1	There	there
2021	42	2	1	2	often	often
2022	42	3	1	3	seems	seems
2023	42	4	1	4	to	to
2024	42	5	1	5	be	be
2025	42	6	1	6	more	more
2026	42	7	1	7	diving	diving
2027	42	8	1	8	in	in
2028	42	9	1	9	soccer	soccer
2029	42	10	1	10	than	than
2030	42	11	1	11	in	in
2031	42	12	1	12	the	the
2032	42	13	1	13	Summer	summer
2033	42	14	1	14	Olympics.	olympics
2034	42	15	2	1	Phantom	phantom
2035	42	16	2	2	"contact,"	contact
2036	42	17	2	3	or	or
2037	42	18	2	4	the	the
2038	42	19	2	5	slightest	slightest
2039	42	20	2	6	"collision,"	collision
2040	42	21	2	7	can	can
2041	42	22	2	8	lead	lead
2042	42	23	2	9	to	to
2043	42	24	2	10	theatrical	theatrical
2044	42	25	2	11	belly	belly
2045	42	26	2	12	flops	flops
2046	42	27	2	13	and	and
2047	42	28	2	14	exaggerated	exaggerated
2048	42	29	2	15	somersaults	somersaults
2049	42	30	2	16	by	by
2050	42	31	2	17	players	players
2051	42	32	2	18	deceptively	deceptively
2052	42	33	2	19	trying	trying
2053	42	34	2	20	to	to
2054	42	35	2	21	draw	draw
2055	42	36	2	22	fouls	fouls
2056	42	37	2	23	on	on
2057	42	38	2	24	their	their
2058	42	39	2	25	"opponents,"	opponents
2059	42	40	2	26	kill	kill
2060	42	41	2	27	time	time
2061	42	42	2	28	or	or
2062	42	43	2	29	catch	catch
2063	42	44	2	30	a	a
2064	42	45	2	31	breather	breather
2065	42	46	2	32	when	when
2066	42	47	2	33	tired	tired
2067	43	1	1	1	Proper	proper
2068	43	2	1	2	ventilation	ventilation
2069	43	3	1	3	will	will
2070	43	4	1	4	make	make
2071	43	5	1	5	a	a
2072	43	6	1	6	backdraft	backdraft
2073	43	7	1	7	less	less
2074	43	8	1	8	likely.	likely
2075	43	9	2	1	Opening	opening
2076	43	10	2	2	a	a
2077	43	11	2	3	room	room
2078	43	12	2	4	or	or
2079	43	13	2	5	building	building
2080	43	14	2	6	at	at
2081	43	15	2	7	the	the
2082	43	16	2	8	highest	highest
2083	43	17	2	9	point	point
2084	43	18	2	10	allows	allows
2085	43	19	2	11	heated	heated
2086	43	20	2	12	gases	gases
2087	43	21	2	13	and	and
2088	43	22	2	14	smoke	smoke
2089	43	23	2	15	to	to
2090	43	24	2	16	be	be
2091	43	25	2	17	released	released
2092	43	26	2	18	gradually.	gradually
2093	43	27	3	1	"However,"	however
2094	43	28	3	2	suddenly	suddenly
2095	43	29	3	3	breaking	breaking
2096	43	30	3	4	a	a
2097	43	31	3	5	window	window
2098	43	32	3	6	or	or
2099	43	33	3	7	opening	opening
2100	43	34	3	8	a	a
2101	43	35	3	9	door	door
2102	43	36	3	10	is	is
2103	43	37	3	11	a	a
2104	43	38	3	12	"mistake,"	mistake
2105	43	39	3	13	because	because
2106	43	40	3	14	it	it
2107	43	41	3	15	allows	allows
2108	43	42	3	16	oxygen	oxygen
2109	43	43	3	17	to	to
2110	43	44	3	18	rush	rush
2111	43	45	3	19	"in,"	in
2112	43	46	3	20	causing	causing
2113	43	47	3	21	an	an
2114	43	48	3	22	explosion	explosion
2115	44	1	1	1	The	the
2116	44	2	1	2	first	first
2117	44	3	1	3	step	step
2118	44	4	1	4	to	to
2119	44	5	1	5	be	be
2120	44	6	1	6	taken	taken
2121	44	7	1	7	in	in
2122	44	8	1	8	studying	studying
2123	44	9	1	9	the	the
2124	44	10	1	10	history	history
2125	44	11	1	11	of	of
2126	44	12	1	12	our	our
2127	44	13	1	13	country	country
2128	44	14	1	14	is	is
2129	44	15	1	15	to	to
2130	44	16	1	16	form	form
2131	44	17	1	17	some	some
2132	44	18	1	18	clear	clear
2133	44	19	1	19	and	and
2134	44	20	1	20	proper	proper
2135	44	21	1	21	conception	conception
2136	44	22	1	22	of	of
2137	44	23	1	23	the	the
2138	44	24	1	24	characteristics	characteristics
2139	44	25	1	25	and	and
2140	44	26	1	26	condition	condition
2141	44	27	1	27	of	of
2142	44	28	1	28	the	the
2143	44	29	1	29	territory	territory
2144	44	30	1	30	which	which
2145	44	31	1	31	is	is
2146	44	32	1	32	now	now
2147	44	33	1	33	occupied	occupied
2148	44	34	1	34	by	by
2149	44	35	1	35	the	the
2150	44	36	1	36	American	american
2151	44	37	1	37	"people,"	people
2152	44	38	1	38	as	as
2153	44	39	1	39	it	it
2154	44	40	1	40	existed	existed
2155	44	41	1	41	when	when
2156	44	42	1	42	first	first
2157	44	43	1	43	discovered	discovered
2158	44	44	1	44	and	and
2159	44	45	1	45	explored	explored
2160	44	46	1	46	by	by
2161	44	47	1	47	Europeans.	europeans
2162	45	1	1	1	Susan	susan
2163	45	2	1	2	B.	b
2164	45	3	1	3	Anthony	anthony
2165	45	4	1	4	spent	spent
2166	45	5	1	5	nearly	nearly
2167	45	6	1	6	sixty	sixty
2168	45	7	1	7	years	years
2169	45	8	1	8	of	of
2170	45	9	1	9	her	her
2171	45	10	1	10	life	life
2172	45	11	1	11	devoted	devoted
2173	45	12	1	12	to	to
2174	45	13	1	13	the	the
2175	45	14	1	14	cause	cause
2176	45	15	1	15	of	of
2177	45	16	1	16	social	social
2178	45	17	1	17	justice	justice
2179	45	18	1	18	and	and
2180	45	19	1	19	equality	equality
2181	45	20	1	20	for	for
2182	45	21	1	21	all.	all
2183	45	22	2	1	Her	her
2184	45	23	2	2	major	major
2185	45	24	2	3	contributions	contributions
2186	45	25	2	4	were	were
2187	45	26	2	5	focused	focused
2188	45	27	2	6	on	on
2189	45	28	7	7	women’s	women’s
2190	45	29	2	8	rights.	rights
2191	45	30	3	1	Her	her
2192	45	31	3	2	primary	primary
2193	45	32	3	3	achievement	achievement
2194	45	33	3	4	lay	lay
2195	45	34	3	5	in	in
2196	45	35	3	6	her	her
2197	45	36	3	7	inspiration	inspiration
2198	45	37	3	8	and	and
2199	45	38	3	9	influence	influence
2200	45	39	3	10	of	of
2201	45	40	3	11	thousands	thousands
2202	45	41	3	12	of	of
2203	45	42	3	13	people	people
2204	45	43	3	14	promoting	promoting
2205	45	44	3	15	the	the
2206	45	45	3	16	right	right
2207	45	46	3	17	of	of
2208	45	47	3	18	women	women
2209	45	48	3	19	to	to
2210	45	49	3	20	vote	vote
2211	46	1	1	1	As	as
2212	46	2	1	2	Earth	earth
2213	46	3	1	3	warms	warms
2214	46	4	1	4	due	due
2215	46	5	1	5	to	to
2216	46	6	1	6	the	the
2217	46	7	1	7	human-caused	human-caused
2218	46	8	1	8	release	release
2219	46	9	1	9	of	of
2220	46	10	1	10	heat-trapping	heat-trapping
2221	46	11	1	11	gases	gases
2222	46	12	1	12	into	into
2223	46	13	1	13	the	the
2224	46	14	1	14	"atmosphere,"	atmosphere
2225	46	15	1	15	frozen	frozen
2226	46	16	1	16	Arctic	arctic
2227	46	17	1	17	soils	soils
2228	46	18	1	18	also	also
2229	46	19	1	19	"warm,"	warm
2230	46	20	1	20	thaw	thaw
2231	46	21	1	21	and	and
2232	46	22	1	22	release	release
2233	46	23	1	23	more	more
2234	46	24	1	24	carbon	carbon
2235	46	25	1	25	dioxide.	dioxide
2236	46	26	2	1	The	the
2237	46	27	2	2	added	added
2238	46	28	2	3	carbon	carbon
2239	46	29	2	4	dioxide	dioxide
2240	46	30	2	5	accelerates	accelerates
2241	46	31	2	6	Earth's	earth's
2242	46	32	2	7	"warming,"	warming
2243	46	33	2	8	which	which
2244	46	34	2	9	further	further
2245	46	35	2	10	accelerates	accelerates
2246	46	36	2	11	the	the
2247	46	37	2	12	thawing	thawing
2248	46	38	2	13	of	of
2249	46	39	2	14	Arctic	arctic
2250	46	40	2	15	soils	soils
2251	46	41	2	16	and	and
2252	46	42	2	17	the	the
2253	46	43	2	18	release	release
2254	46	44	2	19	of	of
2255	46	45	2	20	even	even
2256	46	46	2	21	more	more
2257	46	47	2	22	carbon	carbon
2258	46	48	2	23	dioxide.	dioxide
2259	47	1	1	1	"Unfortunately,"	unfortunately
2260	47	2	1	2	for	for
2261	47	3	1	3	every	every
2262	47	4	1	4	six	six
2263	47	5	1	5	water	water
2264	47	6	1	6	bottles	bottles
2265	47	7	1	7	we	we
2266	47	8	1	8	"use,"	use
2267	47	9	1	9	only	only
2268	47	10	1	10	one	one
2269	47	11	1	11	makes	makes
2270	47	12	1	12	it	it
2271	47	13	1	13	to	to
2272	47	14	1	14	the	the
2273	47	15	1	15	recycling	recycling
2274	47	16	1	16	bin.	bin
2275	47	17	2	1	The	the
2276	47	18	2	2	rest	rest
2277	47	19	2	3	are	are
2278	47	20	2	4	sent	sent
2279	47	21	2	5	to	to
2280	47	22	2	6	landfills	landfills
2281	47	23	2	7	"or,"	or
2282	47	24	2	8	even	even
2283	47	25	2	9	"worse,"	worse
2284	47	26	2	10	they	they
2285	47	27	2	11	end	end
2286	47	28	2	12	up	up
2287	47	29	2	13	as	as
2288	47	30	2	14	trash	trash
2289	47	31	2	15	on	on
2290	47	32	2	16	the	the
2291	47	33	2	17	land	land
2292	47	34	2	18	and	and
2293	47	35	2	19	in	in
2294	47	36	2	20	"rivers,"	rivers
2295	47	37	2	21	"lakes,"	lakes
2296	47	38	2	22	and	and
2297	47	39	2	23	the	the
2298	47	40	2	24	ocean.	ocean
2299	47	41	3	1	Plastic	plastic
2300	47	42	3	2	bottles	bottles
2301	47	43	3	3	take	take
2302	47	44	3	4	many	many
2303	47	45	3	5	hundreds	hundreds
2304	47	46	3	6	of	of
2305	47	47	3	7	years	years
2306	47	48	3	8	to	to
2307	47	49	3	9	disintegrate.	disintegrate
2308	48	1	1	1	As	As
2309	48	2	1	2	in	in
2310	48	3	1	3	the	the
2311	48	4	1	4	United	united
2312	48	5	1	5	"States,"	states
2313	48	6	1	6	Colombian	colombian
2314	48	7	1	7	legislation	legislation
2315	48	8	1	8	requires	requires
2316	48	9	1	9	travelers	travelers
2317	48	10	1	10	entering	entering
2318	48	11	1	11	the	the
2319	48	12	1	12	country	country
2320	48	13	1	13	to	to
2321	48	14	1	14	declare	declare
2322	48	15	1	15	cash	cash
2323	48	16	1	16	in	in
2324	48	17	1	17	excess	excess
2325	48	18	1	18	of	of
2326	48	19	1	19	ten	ten
2327	48	20	1	20	thousand	thousand
2328	48	21	1	21	dollars.	dollars
2329	48	22	2	1	Concealing	concealing
2330	48	23	2	2	more	more
2331	48	24	2	3	than	than
2332	48	25	2	4	that	that
2333	48	26	2	5	amount	amount
2334	48	27	2	6	to	to
2335	48	28	2	7	transport	transport
2336	48	29	2	8	it	it
2337	48	30	2	9	into	into
2338	48	31	2	10	or	or
2339	48	32	2	11	out	out
2340	48	33	2	12	of	of
2341	48	34	2	13	the	the
2342	48	35	2	14	country	country
2343	48	36	2	15	is	is
2344	48	37	2	16	a	a
2345	48	38	2	17	crime	crime
2346	48	39	2	18	punishable	punishable
2347	48	40	2	19	by	by
2348	48	41	2	20	up	up
2349	48	42	2	21	to	to
2350	48	43	2	22	five	five
2351	48	44	2	23	years	years
2352	48	45	2	24	in	in
2353	48	46	2	25	prison	prison
2354	48	47	2	26	in	in
2355	48	48	2	27	the	the
2356	48	49	2	28	United	united
2357	48	50	2	29	States	states
2358	49	1	1	1	For	for
2359	49	2	1	2	"centuries,"	centuries
2360	49	3	1	3	time	time
2361	49	4	1	4	was	was
2362	49	5	1	5	measured	measured
2363	49	6	1	6	by	by
2364	49	7	1	7	the	the
2365	49	8	1	8	position	position
2366	49	9	1	9	of	of
2367	49	10	1	10	the	the
2368	49	11	1	11	sun	sun
2369	49	12	1	12	with	with
2370	49	13	1	13	the	the
2371	49	14	1	14	use	use
2372	49	15	1	15	of	of
2373	49	16	1	16	sundials.	sundials
2374	49	17	2	1	Noon	noon
2375	49	18	2	2	was	was
2376	49	19	2	3	recognized	recognized
2377	49	20	2	4	when	when
2378	49	21	2	5	the	the
2379	49	22	2	6	sun	sun
2380	49	23	2	7	was	was
2381	49	24	2	8	the	the
2382	49	25	2	9	highest	highest
2383	49	26	2	10	in	in
2384	49	27	2	11	the	the
2385	49	28	2	12	"sky,"	sky
2386	49	29	2	13	and	and
2387	49	30	2	14	cities	cities
2388	49	31	2	15	would	would
2389	49	32	2	16	set	set
2390	49	33	2	17	their	their
2391	49	34	2	18	clock	clock
2392	49	35	2	19	by	by
2393	49	36	2	20	this	this
2394	49	37	2	21	apparent	apparent
2395	49	38	2	22	solar	solar
2396	49	39	2	23	"time,"	time
2397	49	40	2	24	even	even
2398	49	41	2	25	though	though
2399	49	42	2	26	some	some
2400	49	43	2	27	cities	cities
2401	49	44	2	28	would	would
2402	49	45	2	29	often	often
2403	49	46	2	30	be	be
2404	49	47	2	31	on	on
2405	49	48	2	32	a	a
2406	49	49	2	33	slightly	slightly
2407	49	50	2	34	different	different
2408	49	51	2	35	time.	time
2409	50	1	1	1	When	when
2410	50	2	1	2	the	the
2411	50	3	1	3	new	new
2412	50	4	1	4	world	world
2413	50	5	1	5	was	was
2414	50	6	1	6	first	first
2415	50	7	1	7	discovered	discovered
2416	50	8	1	8	it	it
2417	50	9	1	9	was	was
2418	50	10	1	10	found	found
2419	50	11	1	11	to	to
2420	50	12	1	12	"be,"	be
2421	50	13	1	13	like	like
2422	50	14	1	14	the	the
2423	50	15	1	15	"old,"	old
2424	50	16	1	16	well	well
2425	50	17	1	17	stocked	stocked
2426	50	18	1	18	with	with
2427	50	19	1	19	plants	plants
2428	50	20	1	20	and	and
2429	50	21	1	21	"animals,"	animals
2430	50	22	1	22	and	and
2431	50	23	1	23	inhabited	inhabited
2432	50	24	1	24	by	by
2433	50	25	1	25	a	a
2434	50	26	1	26	great	great
2435	50	27	1	27	many	many
2436	50	28	1	28	tribes	tribes
2437	50	29	1	29	and	and
2438	50	30	1	30	nations	nations
2439	50	31	1	31	of	of
2440	50	32	1	32	men;	men
2441	50	33	1	33	and	and
2442	50	34	1	34	yet	yet
2443	50	35	1	35	the	the
2444	50	36	1	36	plants	plants
2445	50	37	1	37	and	and
2446	50	38	1	38	"animals,"	animals
2447	50	39	1	39	if	if
2448	50	40	1	40	not	not
2449	50	41	1	41	the	the
2450	50	42	1	42	"men,"	men
2451	50	43	1	43	were	were
2452	50	44	1	44	all	all
2453	50	45	1	45	essentially	essentially
2454	50	46	1	46	different	different
2455	50	47	1	47	from	from
2456	50	48	1	48	those	those
2457	50	49	1	49	known	known
2458	50	50	1	50	in	in
2459	50	51	1	51	the	the
2460	50	52	1	52	old	old
2461	50	53	1	53	world.	world
2462	51	1	1	1	American	american
2463	51	2	1	2	industry	industry
2464	51	3	1	3	may	may
2465	51	4	1	4	not	not
2466	51	5	1	5	know	know
2467	51	6	1	6	"it,"	it
2468	51	7	1	7	but	but
2469	51	8	1	8	debate	debate
2470	51	9	1	9	in	in
2471	51	10	1	10	Congress	congress
2472	51	11	1	11	over	over
2473	51	12	1	12	reforming	reforming
2474	51	13	1	13	the	the
2475	51	14	1	14	federal	federal
2476	51	15	1	15	government's	government's
2477	51	16	1	16	regulatory	regulatory
2478	51	17	1	17	apparatus	apparatus
2479	51	18	1	18	may	may
2480	51	19	1	19	profoundly	profoundly
2481	51	20	1	20	improve	improve
2482	51	21	1	21	companies'	companies'
2483	51	22	1	22	ability	ability
2484	51	23	1	23	to	to
2485	51	24	1	24	survive.	survive
2486	51	25	2	1	This	this
2487	51	26	2	2	week	week
2488	51	27	2	3	the	the
2489	51	28	2	4	Senate	senate
2490	51	29	2	5	seems	seems
2491	51	30	2	6	poised	poised
2492	51	31	2	7	to	to
2493	51	32	2	8	join	join
2494	51	33	2	9	the	the
2495	51	34	2	10	House	house
2496	51	35	2	11	in	in
2497	51	36	2	12	a	a
2498	51	37	2	13	massive	massive
2499	51	38	2	14	overhaul	overhaul
2500	51	39	2	15	of	of
2501	51	40	2	16	the	the
2502	51	41	2	17	way	way
2503	51	42	2	18	in	in
2504	51	43	2	19	which	which
2505	51	44	2	20	bureaucrats	bureaucrats
2506	51	45	2	21	enact	enact
2507	51	46	2	22	regulations	regulations
2508	51	47	2	23	that	that
2509	51	48	2	24	are	are
2510	51	49	2	25	strangling	strangling
2511	51	50	2	26	the	the
2512	51	51	2	27	life	life
2513	51	52	2	28	out	out
2514	51	53	2	29	of	of
2515	51	54	2	30	companies	companies
2516	52	1	1	1	Stress	stress
2517	52	2	1	2	is	is
2518	52	3	1	3	a	a
2519	52	4	1	4	risk	risk
2520	52	5	1	5	factor	factor
2521	52	6	1	6	for	for
2522	52	7	1	7	both	both
2523	52	8	1	8	depression	depression
2524	52	9	1	9	and	and
2525	52	10	1	10	"anxiety,"	anxiety
2526	52	11	1	11	he	he
2527	52	12	1	12	says.	says
2528	52	13	2	1	"""We"	we
2529	52	14	2	2	don't	don't
2530	52	15	2	3	have	have
2531	52	16	2	4	data	data
2532	52	17	2	5	on	on
2533	52	18	2	6	the	the
2534	52	19	2	7	specific	specific
2535	52	20	2	8	causes	causes
2536	52	21	2	9	of	of
2537	52	22	2	10	depression	depression
2538	52	23	2	11	and	and
2539	52	24	2	12	anxiety	anxiety
2540	52	25	2	13	in	in
2541	52	26	2	14	this	this
2542	52	27	2	15	"sample,"	sample
2543	52	28	2	16	but	but
2544	52	29	2	17	it	it
2545	52	30	2	18	does	does
2546	52	31	2	19	make	make
2547	52	32	2	20	sense	sense
2548	52	33	2	21	scientifically	scientifically
2549	52	34	2	22	that	that
2550	52	35	2	23	the	the
2551	52	36	2	24	Millennials	millennials
2552	52	37	2	25	who	who
2553	52	38	2	26	report	report
2554	52	39	2	27	higher	higher
2555	52	40	2	28	levels	levels
2556	52	41	2	29	of	of
2557	52	42	2	30	stress	stress
2558	52	43	2	31	in	in
2559	52	44	2	32	their	their
2560	52	45	2	33	lives	lives
2561	52	46	2	34	are	are
2562	52	47	2	35	also	also
2563	52	48	2	36	reporting	reporting
2564	52	49	2	37	higher	higher
2565	52	50	2	38	levels	levels
2566	52	51	2	39	of	of
2567	52	52	2	40	depression	depression
2568	52	53	2	41	and	and
2569	52	54	2	42	anxiety.	anxiety
2570	53	1	1	1	When	when
2571	53	2	1	2	it	it
2572	53	3	1	3	comes	comes
2573	53	4	1	4	to	to
2574	53	5	1	5	having	having
2575	53	6	1	6	a	a
2576	53	7	1	7	lasting	lasting
2577	53	8	1	8	and	and
2578	53	9	1	9	fulfilling	fulfilling
2579	53	10	1	10	"relationship,"	relationship
2580	53	11	1	11	common	common
2581	53	12	1	12	wisdom	wisdom
2582	53	13	1	13	says	says
2583	53	14	1	14	that	that
2584	53	15	1	15	feeling	feeling
2585	53	16	1	16	close	close
